# 3000 most frequent characters from Wenlin application
#Simplified	Traditional	Pinyin	Meaning
耻	恥	chǐ	耻辱 chǐrǔ shame, humiliation; 可耻 shameful; 无耻 shameless
谎	謊	huǎng	lie, prevaricate
屁		pì	屁股 pìgu buttocks
沫		mò	沫儿 mòr, 泡沫 pàomò foam, froth; 唾沫 tuòmo saliva
戈		gē	ancient Chinese weapon (dagger axe? halberd?)
稼		jià	庄稼 zhuāngjia crops
寞		mò	寂寞 jìmò lonely
拐		guǎi	(拐弯) turn; limp; 拐棍 walking stick
兜		dōu	pocket, bag
帅	帥	shuài	commander in chief; graceful
羞		xiū	(羞耻 xiūchǐ) shame; shy; 羞愧 xiūkuì feel ashamed
鞭		biān	whip
猴		hóu	(猴子 hóuzi) monkey
耍		shuǎ	play
旬		xún	a period of ten days; 上旬 first ten days of a month  [jūn]
滥	濫	làn	(泛滥 fànlàn) overflow; 滥用 lànyòng abuse
绒	絨	róng	down; velvet; floss
叉		chā	(叉子 chāzi) fork; 交叉 intersect   [chǎ] [chá] [chà]
亨		hēng	successful; go smoothly; henry (SI unit of inductance)  [xiǎng] [pēng]
烛	燭	zhú	蜡烛 làzhú candle  [chóng]
笛		dí	bamboo flute; whistle
谦	謙	qiān	谦虚 qiānxū, 谦逊 qiānxùn modest; ䷎
癌		ái	(癌症 áizhèng) cancer  [yán]
鹰	鷹	yīng	hawk, eagle
猎	獵	liè	打猎 hunt; 猎人 hunter; 猎狗 hound  [xī] [què]
粹		cuì	纯粹 chúncuì pure, unadulterated  [suì]
鼎		dǐng	ancient cooking vessel; tripod; ䷱ The Caldron  [zhēn]
拓		tà	make rubbings from stone/bronze  [tuò] open up, develop  [zhí]
搅	攪	jiǎo	(搅拌) stir, mix, agitate; disturb, annoy
宵		xiāo	night; 通宵 tōngxiāo throughout the night; 元宵节 Lantern Festival
嚷		rǎng	shout, yell  [rāng] 嚷嚷 rāngrang shout
娶		qǔ	marry (a woman), take a wife, get married  [jū] [shū]
匪		fěi	(土匪 tǔfěi) bandit; 匪徒 fěitú gangster  [fēi] [fēn]
岳		yuè	high mountain; wife's parents; (surname)
逆		nì	be contrary to; 汉英逆引词典 Reverse C-E dict.
哇		wa	(sentence final, like 啊)   [wā] wah! (sound of crying)  [guī] [huá] [wá]
浦		pǔ	riverside; river mouth (mostly used in place names); (surname)
卑		bēi	卑鄙 bēibǐ base, vulgar; 卑劣 bēiliè despicable  [bǐ] [bì] [pí] [bān]
甸		diàn	(ancient) suburb; pasture  [diān] 沉甸甸 chéndiāndiān heavy  [tián] [shèng] [yìng]
殿		diàn	hall, palace
仲		zhòng	second, middle (of 3 months or brothers); 仲春; 仲兄
剖		pōu	解剖 jiěpōu dissect; 剖面 section; 剖析 analyse
萝	蘿	luó	萝卜 radish; 胡萝卜 carrot; 菠萝 pineapple
俯		fǔ	bow, bend down; 俯冲 fǔchōng dive; 俯瞰 look down at
冯	馮	píng	swift-running horse   [Féng] (surname)
澄		chéng	澄清 transparent; clear  [dèng] settle
哑	啞	yǎ	mute, dumb; hoarse  [yā] (same as 呀)
屠		tú	butcher; kill
壳	殼	ké	shell; case  [qiào] shell; hard surface
崖		yá	(崖壁 yábì) precipice, cliff
吟		yín	chant; recite  [yīn] 笑吟吟 smilingly  [yǐn] [jìn]
晰		xī	清晰 qīngxī clear, distinct
橡		xiàng	(橡树) oak; rubber tree; 橡胶 rubber; 橡皮 eraser
廊		láng	hall
晕	暈	yūn	头晕 dizzy  [yùn] 红晕 blush
稚		zhì	young, immature, childish; 稚气 zhìqì childishness
潭		tán	deep pool, pond  [xún] [yǐn] [dàn]
禅	禪	chán	meditation, Zen, Dhyana  [shàn] 禅让 abdicate
俊		jùn	handsome, pretty; 英俊 brilliant, talented  [shùn] [dūn]
挫		cuò	挫折 cuòzhé frustrate, defeat; setback  [zuò]
榜		bǎng	posted list of names; notice; 榜样 example, model  [bàng] (=搒)  [bēng] [páng]
芒		máng	awn; beard; arista  [wáng] 麦芒 màiwáng awn of wheat  [huāng] [huǎng]
拱		gǒng	arch; cup one hand in other before chest; push with no hands  [jù]
掠		lüè	(掠夺 lüèduó) pillage, plunder; (掠过) sweep past  [lüě]
苹	蘋	píng	苹果 apple  [pēng]
奎		kuí	奎宁 kuíníng quinine  [kuǐ]
逗		dòu	stop, pause; tease, play with; 逗号 comma  [zhù] [tóu] [qí]
舟		zhōu	boat
陵		líng	hill, mound; tomb; 十三陵 the 13 Ming tombs
葱	蔥	cōng	(葱头) onion, scallion; green  [chuāng]
愚		yú	愚蠢 yúchǔn stupid
裙		qún	(裙子 qúnzi) skirt
衷		zhōng	衷心 zhōngxīn wholehearted; 无动于衷 unconcerned  [zhòng]
弗		fú	(书) not
帘		lián	flag as shop sign; (F簾) curtain  [chén]
铝	鋁	lǚ	aluminum (Al)
乓		pāng	乒乓 pīngpāng pingpong
勉		miǎn	make an effort; 勉强 miǎnqiǎng force; with difficulty
雌		cí	female (bird); 雌雄 cíxióng male and female
颁	頒	bān	颁发 bānfā promulgate, issue
狐		hú	狐狸 húli fox
潘		Pān	(surname)  [pàn] [bō] [pán] [fān]
淀		diàn	shallow water; (F澱) form sediment; settle; precipitate; 淀粉 starch
杭		Háng	杭州 Hángzhōu  [kàng] [kāng]
匠		jiàng	artisan  [jiang] 木匠 carpenter; 铁匠 blacksmith
堤		dī	dyke; (堤岸 dī'àn) embankment  [dǐ] [shí] [wéi]
陌		mò	陌生 mòshēng strange; 陌生人 stranger
胧	朧	lóng	朦胧 ménglóng dim moonlight; obscure  [lōng]
汁		zhī	(汁液 zhīyè) juice; 果汁 guǒzhī fruit juice  [xié] [shí]
鸦	鴉	yā	乌鸦 wūyā crow; 鸦片 yāpiàn opium
瓷		cí	porcelain, china; 陶瓷 táocí ceramics
坟	墳	fén	grave, tomb
弊		bì	弊病 bìbìng malady, evil; drawback; 利弊 pros and cons
哼		hēng	groan, snort; hum  [hng] humph
娇	嬌	jiāo	graceful, delicate; 娇嫩 jiāonèn tender and lovely
谣	謠	yáo	ballad; 谣言 yáoyán rumor, hearsay
鹏	鵬	péng	fabulous (mythical) giant bird
蔑		miè	轻蔑 qīngmiè scornful
恳	懇	kěn	诚恳 chéngkěn, 恳切 kěnqiè sincere; 恳求 plead
搏		bó	搏斗 bódòu fight, wrestle; 脉搏 màibó pulse
溃	潰	kuì	(dam) burst; break through; 崩溃 collapse; 溃疡 ulcer  [huì]
晋	晉	jìn	promote; a dynasty (265-420); ䷢ Progress
熔		róng	fuse, smelt, (熔化 rónghuà) melt; 熔岩 róngyán lava
侍		shì	侍候 shìhòu wait upon, look after
凳		dèng	stool, bench; 板凳
荐	薦	jiàn	recommend; (书) grass, straw
脊		jǐ	脊梁骨 jǐlianggǔ backbone; 屋脊 wūjǐ ridge of roof  [jí]
脾		pí	spleen; 脾气 píqi (bad-) temper  [pái] [bì] [pì]
钩	鉤	gōu	(钩子 gōuzi) hook
罕		hǎn	rarely, seldom   [han] 希罕 xīhan rare; cherish  [hàn]
喧		xuān	喧闹 make noise; 喧呼 xuānhū shout loudly  [xuǎn]
宠	寵	chǒng	love, bestow favor on
吕	呂	Lǚ	(surname)
链	鏈	liàn	(链子 liànzi) chain; 拉链 zipper; 铰链 hinge
哦		ó	[ò] Oh!   [é] softly chant
颖	穎	yǐng	新颖 xīnyǐng new & original, novel
孕		yùn	怀孕 pregnant; 受孕 conceive; 避孕 contraception
掘		jué	dig, excavate  [kū]
涯		yá	天涯 tiānyá edge of world; 生涯 shēngyá career, profession
砌		qì	build; (stone) steps; 砌砖 lay bricks   [qiè] 砌末
兔		tù	(兔子 tùzi) rabbit  [tú] [chān]
讽	諷	fěng	讽刺 satirize, mock
攀		pān	climb; pull down; 攀登 pāndēng clamber up
骤	驟	zhòu	gallop; 步骤 bùzhòu procedure; 骤然 zhòurán suddenly
陕	陝	Shǎn	陕西省 Shǎnxīshěng Shaanxi Province
梳		shū	(梳子) comb; to comb
兹	茲	zī	(书) this; now; year  [cí] 龟兹
琼	瓊	qióng	beautiful jade; 琼脂 agar
绑	綁	bǎng	bind, tie; 绑架 bǎngjià kidnap
咳		hāi	hey  [ké] 咳嗽 késou cough  [hái] [gāi]
溶		róng	(溶化) dissolve; 溶液 (chemical) solution
滔		tāo	滔滔 tāotāo torrential; 滔滔不绝 talk on and on
烹		pēng	烹调 pēngtiáo cook
刹	剎	shā	(刹车) brake, stop  [chà] 刹那 instant
挪		nuó	(挪动 nuódong) move; remove
耸	聳	sǒng	towering, lofty; alarm, shock; 高耸 gāosǒng stand tall
灶		zào	stove; kitchen
滞	滯	zhì	stagnant, sluggish
歉		qiàn	道歉 dàoqiàn apologize; 抱歉 regret, be sorry
螺		luó	螺旋 spiral; 螺丝 screw; 螺母 nut; 螺栓 bolt
僵		jiāng	stiff; numb; deadlocked; 僵硬 stiff, rigid
妆	妝	zhuāng	adorn oneself; 妆奁 bride's trousseau
薯		shǔ	红薯 sweet potato, yam; 马铃薯 potato; 木薯 cassava
乖		guāi	clever; (乖乖 guāiguāi) obedient, well-behaved
膏		gāo	牙膏 yágāo toothpaste; 油膏 ointment  [gào] lubricate
拌		bàn	mix; 搅拌 jiǎobàn stir, mix, agitate  [pān]
祭		jì	sacrifice; 祭器 jìqì sacrificial utensil  [zhài]
仆		pū	fall forward  [pú] (F僕) 仆人 púrén servant
羡		xiàn	羡慕 xiànmù envy, admire  [yán] [yí]
沸		fèi	沸腾 fèiténg boiling; 沸点 boiling point  [fú]
鹅	鵝	é	goose; 企鹅 qǐ'é penguin
痒	癢	yǎng	itch  [yáng]
浇	澆	jiāo	irrigate, water; pour liquid on; 浇花
囚		qiú	囚禁 qiújìn imprison; 囚犯 qiúfàn prisoner
魄		pò	气魄 qìpò boldness    [bó] 落魄 [tuò] 落魄
痴		chī	idiotic; 痴心 infatuation
坠	墜	zhuì	fall; weigh down; 坠子 zhuìzi weight; ear pendant; ballad
峻		jùn	严峻 yánjùn stern; 峻岭 jùnlǐng high mountains
绣	繡	xiù	embroider; 绣像 embroidered portrait
淑		shū	(书) kind & gentle  [chù]
蝶		dié	蝴蝶 húdié butterfly; 蝶蛹 diéyǒng chrysalis  [tiē]
焰		yàn	火焰 huǒyàn flame
藤		téng	cane, rattan; vine
跪		guì	kneel
宰		zǎi	slaughter, butcher; govern; 宰割 zǎigē invade & oppress
饶	饒	ráo	rich, plentiful; have mercy; give extra
陡		dǒu	steep; suddenly; 陡峭 dǒuqiào precipitous
憾		hàn	遗憾 yíhàn regret; sorry  [dàn]
厕	廁	cè	厕所 cèsuǒ toilet  [si] 茅厕 máosi latrine
吼		hǒu	roar, howl
腺		xiàn	gland; 汗腺 sweat gland
哨		shào	whistle; chirp; sentry post  [sāo] [xiāo] [xiào] [sào]
捡	撿	jiǎn	pick up, gather, collect
嘻		xī	(嘻嘻) sound of giggling; exclamation of surprise
夷		yí	(书) smooth; wipe out, raze; 明夷 ䷣
庐	廬	lú	hut, cottage
捏		niē	hold between the fingers; knead; fabricate
蚀	蝕	shí	lose; erode, corrode
毯		tǎn	(毯子 tǎnzi) blanket; (地毯 dìtǎn) carpet, rug
贾	賈	gǔ	merchant  [Jiǎ] (surname)
暑		shǔ	hot weather; 暑假 (shǔjià) summer vacation
荫	蔭	yìn	shady  [yīn] (=阴)
芦	蘆	lú	芦苇 lúwěi reed; 葫芦 húlu gourd    [lǔ] [hù]
拣	揀	jiǎn	choose, select, pick out
缉	緝	jī	seize, arrest  [qī] make small stiches
蔬		shū	蔬菜 shūcài vegetable  [shǔ]
倚		yǐ	(倚靠 yǐkào) lean on; rest against; rely on  [jī] [yī]
脖		bó	脖子 bózi neck  [bō]
幢		zhuàng	(量) (for buildings)  [chuáng] pennant; Buddhist pillar
姚		Yáo	(surname)  [tiào] [táo] [yào]
莉		lì	茉莉 mòli jasmine; 茉莉花茶  [lí] [chí]
叮		dīng	sting, bite; say/ask again, verify
斩	斬	zhǎn	chop
沃		wò	irrigate; (肥沃 féiwò) fertile; 沃野 wòyě fertile land
讶	訝	yà	惊讶 amazed
躁		zào	rash, impetuous
阀	閥	fá	powerful person; valve
赐	賜	cì	give, grant; gift (from superior to inferior)
钦	欽	qīn	钦佩 qīnpèi admire; 钦差 qīnchāi imperial envoy
哄		hōng	hubbub  [hǒng] fool, coax  [hòng] horseplay
烫	燙	tàng	hot (burning hot to the touch, cf. 热 rè)
锻	鍛	duàn	forge; 锻炼 duànliàn exercise
缅	緬	miǎn	remote, long ago; 缅甸 Miǎndiàn Burma
伞	傘	sǎn	(雨伞) umbrella; 跳伞, 降落伞 parachute
拢	攏	lǒng	approach; hold together; comb (hair)
淹		yān	flood; 淹死 drown  [yǎn]
寓		yù	reside, live; 寓所 yùsuǒ residence; 寓言 fable, allegory
裸		luǒ	裸体 luǒtǐ nude; 赤裸裸 stark-naked; 裸露 exposed
吻		wěn	kiss
肆		sì	four ( = 四); (肆意 sìyì) wantonly; (书) shop  [tì]
匙		shi	钥匙 yàoshi key  [chí] spoon
丘		qiū	mound; grave; 丘陵 qiūlíng hills; 沙丘 shāqiū dune
揉		róu	rub, knead
栗		lì	(栗子 lìzi) chestnut; (F慄) tremble  [liè]
筷		kuài	(筷子) chopsticks
熬		áo	boil, stew; endure  [āo] boil, cook in water
阐	闡	chǎn	阐明 chǎnmíng clarify; 阐述 chǎnshù expound
垄	壟	lǒng	ridge or raised path in field; 垄断 monopolize
媒		méi	go-between, matchmaker; 媒介 medium, intermediary  [mèi]
甩		shuǎi	swing back & forth; toss; get rid of
噪		zào	噪声 zàoshēng noise
蔽		bì	cover, shelter, hide; 隐蔽 yǐnbì conceal oneself; covert  [biē] [piē]
昼	晝	zhòu	daytime
粘		zhān	to glue, to paste   [nián] ( = 黏)
耿		gěng	耿耿 gěnggěng brilliant; dedicated; 耿直 gěngzhí upright
粪	糞	fèn	excrement, manure
缚	縛	fù	tie up, bind
秃	禿	tū	bald, bare; blunt; incomplete
辰		chén	5th of 12 Earthly Branches (地支); 2-hr period; 星辰 star
骚	騷	sāo	骚动 sāodòng, 骚乱 sāoluàn disturb
屑		xiè	fragments, bits and pieces; minute; trivial
翰		hàn	writing brush; writing
氓		máng	流氓 liúmáng hoodlum  [méng] common people
屯		tún	(屯子) village; collect  [zhūn] ䷂ Difficulty at Beginning
旷	曠	kuàng	vast; to waste time; 旷野 wilderness
扛		káng	carry on the shoulder  [gāng] lift with both hands
卸		xiè	unload, discharge; remove; shirk
哎		āi	(interjection:) hey; 哎呀 āiyā; 哎哟 āiyō  [ēi]
咖		kā	咖啡 kāfēi coffee  [gā] 咖喱 gālí curry  [jiā]
啡		fēi	咖啡 kāfēi coffee  [pēi] [pái] [bài]
瓣		bàn	petal, clove (of garlic)
垮		kuǎ	collapse, break down
妮		nī	妮儿 nīr girl  [ní]
笨		bèn	stupid; clumsy; cumbersome; 笨重 heavy, cumbersome
敞		chǎng	spacious; open  [chèng] [zhèng]
捣	搗	dǎo	pound, beat; harass; 捣乱 dǎoluàn make a disturbance
弓		gōng	bow; bend; 弓箭 gōngjiàn bow & arrow
拂		fú	whisk; go against; 拂晓 before daybreak  [bì] (=弼)  [pì] [fèi]
怯		qiè	(胆怯 dǎnqiè) timid; cowardly; 羞怯 xiūqiè shy
醇		chún	乙醇 yǐchún ethanol, alcohol
帕		pà	手帕 shǒupà handkerchief  [mò]
礁		jiāo	(礁石 jiāoshí) reef; rock (at sea or seashore)
膝		xī	(膝盖 xīgài) knee
昧		mèi	no sun; dark; obscure; hidden; to feign  [wěn] [mò]
撰		zhuàn	write, compose  [xuǎn] [suàn]
芯		xīn	rush pith  [xìn] 岩芯 core
逛		guàng	stroll, ramble, roam  [kuáng]
掷	擲	zhì	throw, cast
隙		xì	gap; crack; rift; loophole
肢		zhī	肢体 zhītǐ limbs; 四肢 the Four Limbs; 前肢 forelimb  [shì]
琢		zuó	琢磨 zuómo ponder  [zhuó] 琢磨 zhuómó polish
趴		pā	lie prone; lean over
辐	輻	fú	(轮辐 lúnfú) spoke; 辐射 fúshè radiation
憋		biē	check, restrain, suppress; suffocate, feel depressed
瑰		guī	[gui] 玫瑰 méigui rose
乾		qián	☰ ䷀ The Creative   [gān] (S干) dry
蠢		chǔn	(愚蠢 yúchǔn) stupid
咕		gū	coo, cluck (bird sounds)  [gu]
栋	棟	dòng	ridgepole
喀		kā	(sound of coughing or vomiting)  [kè] [ke]
钓	釣	diào	(钓鱼) to fish; 钓钩 diàogōu fish hook
蹈		dǎo	skip; step; 舞蹈 wǔdǎo dance
悼		dào	追悼, 悼念, 哀悼 mourn, grieve
搁	擱	gē	put  [gé] endure
疫		yì	免疫 miǎnyì immunity; 瘟疫 wēnyì pestilence
殷		yīn	rich; (surname) [yān] (殷红) blackish red  [yǐn]
僻		pì	僻静 pìjìng secluded; 偏僻 piānpì out-of-the way
腕		wàn	(手腕) wrist; 腿腕子 tuǐwànzi ankle
韦	韋	wéi	soft leather; (surname)
翔		xiáng	circle in the air
炭		tàn	charcoal
蛮	蠻	mán	野蛮 yěmán barbaric; 蛮横 mánhèng unreasonable
逸		yì	leisure; escape; 安逸 ānyì comfortable, leisurely
丸		wán	pill; pellet; ball
襟		jīn	front of garment; bros. in law; 衣襟 front of Chinese jacket
讳	諱	huì	hide; avoid; name of deceased person
谴	譴	qiǎn	谴责 qiǎnzé condemn
贞	貞	zhēn	(坚贞, 忠贞) loyal; virgin; ancient fortune-telling
珊		shān	珊瑚 shānhú coral; 珊瑚礁 coral reef
轴	軸	zhóu	axle; axis; spool   [zhòu]
鄙		bǐ	I, my; vulgar; 鄙视 bǐshì despise, disdain
铅	鉛	qiān	lead (Pb); 铅笔 pencil
恍		huǎng	suddenly; as if  [guāng]
挠	撓	náo	scratch; hinder; yield; 阻挠 zǔnáo obstruct
募		mù	raise, recruit  [bó]
讼	訟	sòng	诉讼 sùsòng lawsuit; ䷅
铸	鑄	zhù	(铸造) casting, founding
俭	儉	jiǎn	(俭朴 jiǎnpǔ) frugal; 勤俭 industrious & thrifty
煎		jiān	to fry  [jiàn] [jiǎn]
玫		méi	玫瑰 méigui rose; 黄刺玫 yellow rose
凹		āo	concave; 凹透镜 concave lens; 凹凸 āotū uneven  [wā] (=洼)
闸	閘	zhá	sluice; brake; dam up
枢	樞	shū	枢纽 shūniǔ pivot, axis
枕		zhěn	(枕头) pillow  [chén]
啪		pā	(sound:) bang
塌		tā	collapse; sink; calm down  [dā]
侮		wǔ	侮辱 wǔrǔ insult, humiliate
侣	侶	lǚ	companion, associate
坊		fāng	lane  [fáng] workshop, mill
谬	謬	miù	荒谬 huāngmiù absurd; 谬论 miùlùn fallacy
氯		lǜ	(氯气 lǜqì) chlorine (Cl)
衔	銜	xián	hold in mouth; hold inside; rank; 军衔 military rank
廓		kuò	轮廓 lúnkuò outline, rough sketch
扁		biǎn	flat; inscription; 扁担 biǎndan carrying pole  [piān] 扁舟  [biān] [pián]
梨		lí	pear; 凤梨 pineapple
椒		jiāo	辣椒 làjiāo hot pepper; 胡椒 hújiāo pepper
扒		bā	hold on to; dig up; rake; strip  [pá] rake up; stew, braise  [bài] [bié]
咐		fù	吩咐 fēnfù tell, instruct; 嘱咐 zhǔfu enjoin, tell  [fú]
坎		kǎn	bank, ridge; ☵ ䷜ The Abysmal (Water)  [kàn]
毙	斃	bì	execute (kill); 枪毙 qiāngbì execute by shooting
朽		xiǔ	腐朽 fǔxiǔ decayed, rotten
雁		yàn	大雁 dàyàn wild goose
讥	譏	jī	讥笑 jīxiào mock; 讥讽 jīfěng ridicule
湘		Xiāng	( = 湖南 Húnán); 湘江 a river in Hunan
烁	爍	shuò	shining; 闪烁 glimmer, twinkle
枉		wǎng	crooked; pervert; 冤枉 yuānwang do wrong, treat unjustly  [kuáng]
汝		rǔ	you, thou
媚		mèi	妩媚 wǔmèi lovely; 明媚 radiant & enchanting
嘿		hēi	hey  [mò] [mù]
陋		lòu	丑陋 chǒulòu ugly
泻	瀉	xiè	倾泻 come down in torrents; 泻药 laxative
舱	艙	cāng	(ship) cabin
躯	軀	qū	身躯 body, stature; 躯体 body
蕴	蘊	yùn	蕴藏 yùncáng contain, hold in store
蛛		zhū	蜘蛛 zhīzhū spider
暇		xiá	leisure; 空暇 kòngxiá spare time; 不暇 bùxiá be too busy  [xià] [jiǎ]
佣	傭	yōng	佣人 servant; 雇佣 hire  [yòng] 佣金 commission
乞		qǐ	乞丐 qǐgài beggar; 乞讨 qǐtǎo beg  [qì]
邵		Shào	(surname)
醋		cù	vinegar; 吃醋 be jealous (in love affair)  [zuò]
贱	賤	jiàn	inexpensive, cheap, lowly, humble, worthless
慷		kāng	high-spirited; 慷慨 kāngkǎi fervent; liberal, generous
篷		péng	sail; 帐篷 zhàngpéng tent
馒	饅	mán	馒头 mántou steamed roll with meat filling
绞	絞	jiǎo	twist; 绞杀 strangle; 绞刑 death by hanging
丫		yā	fork, bifurcation; 丫头 yātou girl
杉		shān	China fir  [shā] 杉篙 shāgāo fir scaffold-pole
叨		dāo	叨叨 dāodao chatter  [tāo] 叨光 tāoguāng much obliged
婿		xù	son-in-law
垒	壘	lěi	build by piling up stones etc.; 垒球 softball
腻	膩	nì	greasy, oily; smooth; (腻烦 nìfan) disgusted, fed up
禾		hé	grain; 禾苗 hémiáo seedlings
贿	賄	huì	(贿赂 huìlù) bribe; 行贿 give a bribe
彦	彥	yàn	man of virtue & ability  [pán]
彬		bīn	彬彬 bīnbīn (书) refined, urbane  [bān]
睹		dǔ	look at, observe; 目睹 mùdǔ see with one's own eyes
窑	窯	yáo	kiln; (窑洞) cave dwelling
愣		lèng	distracted, stupified   [lēng]
畔		pàn	border of a field; shore, side, bank
霖		lín	(霖雨) continuous heavy rain
焉		yān	心不在焉 absent-minded  [yí]
杏		xìng	apricot; 杏仁 almond
甫		fǔ	(书) only; curtesy name  [fū] [pǔ]
捂		wǔ	seal, cover, muffle  [wú] 枝捂
梗		gěng	梗概 gěnggài outline, gist
绸	綢	chóu	(丝绸 sīchóu) silk
桩	樁	zhuāng	stake, pile; (量): 一桩大事
隶	隸	lì	奴隶 núlì slave; 隶书 lìshū official script  [dài] [yì] [dì]
聋	聾	lóng	(耳聋 ěrlóng) deaf
胳		gē	胳膊 gēbo arm; 胳臂 gēbei arm  [gé] 胳肢 tickle  [gā]
谜	謎	mí	(谜语 míyǔ) riddle  [mèi] 谜儿 riddle
龟	龜	guī	(乌龟) tortoise; 海龟 turtle  [jūn] 龟裂  [Qiū] 龟兹
磕		kē	knock against; 磕头 kowtow; 磕碰 collide with  [kě]
譬		pì	譬如 pìrú for instance, for example
镶	鑲	xiāng	inlay; edge
泌		mì	泌尿系统 urinary system  [bì]
眨		zhǎ	wink, blink
斌		bīn	(variant of 彬 bīn)
皂		zào	肥皂 féizào soap
喻		yù	比喻 bǐyù analogy; 隐喻 yǐnyù metaphor  [yú]
瑟		sè	musical instrument with 25 strings
渊	淵	yuān	深渊 shēnyuān abyss
蝴		hú	蝴蝶 húdié butterfly
诈	詐	zhà	cheat, swindle; pretend, feign
圳		zhèn	irrigation ditch; 深圳 Shēnzhèn (place name)  [quǎn] [chóu] [huái]
铲	鏟	chǎn	shovel
瀑		pù	瀑布 pùbù waterfall  [bào] [bó]
缆	纜	lǎn	cable; 缆车 cable car
膛		táng	(胸膛) chest; chamber  [tāng]
佐		zuǒ	assist
翘	翹	qiào	hold up; 翘尾巴  [qiáo] raise one's head; become warped
辫	辮	biàn	braid
缕	縷	lǚ	thread; strand; 蓝缕 lánlǚ shabby, ragged
啤		pí	啤酒 píjiǔ beer
汛		xùn	防汛 fángxùn flood control
啸	嘯	xiào	呼啸 hūxiào whistle, scream, whizz
寥		liáo	few, empty, vacant, lonely
熄		xī	extinguish, put out, go out; 熄灭 xīmiè go out, die out
坝	壩	bà	dam; dyke, embankment
堕	墮	duò	fall, sink; 堕落 duòluò degenerate, sink low
旱		hàn	dry land; drought
腥		xīng	flesh; fishy; 腥臭 xīngchòu rancid, stinking
嚼		jué	咀嚼 jǔjué chew  [jiáo] chew  [jiào] 倒嚼
沦	淪	lún	sink; 沦陷 lúnxiàn fall (to enemy); 沦为 be reduced to
渺		miǎo	渺小 tiny, negligible; 渺茫 miǎománg distant & indistinct
搂	摟	lǒu	hug; drag, pull  [lōu] hold in the arms
绰	綽	chuò	绰号 chuòhào nickname  [chāo] grab; take up
